month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2021/04/01 04:00:00+00,Saturday,4,Private Bus,4418,1104,2663
2021/03/01 05:00:00+00,Saturday,4,Silver Line,42841,10710,2664
2021/05/01 04:00:00+00,Saturday,5,Trackless Trolley,10883,2177,2665
2021/06/01 04:00:00+00,Saturday,4,All Bus,560405,140101,2666
2021/01/01 05:00:00+00,Total,31,Silver Line,342824,11059,2667
2021/08/01 04:00:00+00,Sunday,5,Orange Line,218937,43787,2668
2021/04/01 04:00:00+00,Saturday,4,All Bus,505557,126389,2669
2021/03/01 05:00:00+00,Saturday,4,Bus,414087,103522,2670
2021/05/01 04:00:00+00,Saturday,5,Private Bus,4316,863,2671
2021/06/01 04:00:00+00,Saturday,4,Commuter Rail,35777,8944,2672
2021/01/01 05:00:00+00,Total,31,Bus,3428806,110607,2673
2021/01/01 05:00:00+00,Total,31,Trackless Trolley,72748,2347,2674
2021/04/01 04:00:00+00,Saturday,4,Commuter Rail,23530,5882,2675
2021/06/01 04:00:00+00,Sunday,4,Blue Line,87346,21836,2676
2021/03/01 05:00:00+00,Saturday,4,Trackless Trolley,7694,1924,2677
2021/05/01 04:00:00+00,Saturday,5,All Bus,623073,124615,2678
2021/04/01 04:00:00+00,Sunday,4,Blue Line,60122,15030,2679
2021/08/01 04:00:00+00,Sunday,5,Red Line,265071,53014,2680
2021/06/01 04:00:00+00,Sunday,4,Orange Line,160620,40155,2681
2021/03/01 05:00:00+00,Saturday,4,Private Bus,3248,812,2682
2021/05/01 04:00:00+00,Saturday,5,Commuter Rail,37154,7431,2683
2021/04/01 04:00:00+00,Sunday,4,Orange Line,108413,27103,2684
2021/08/01 04:00:00+00,Sunday,5,Heavy Rail,593835,118767,2685
2021/06/01 04:00:00+00,Sunday,4,Red Line,200988,50247,2686
2021/03/01 05:00:00+00,Saturday,4,All Bus,467871,116968,2687
2021/05/01 04:00:00+00,Sunday,5,Blue Line,89794,17959,2688
2021/04/01 04:00:00+00,Sunday,4,Red Line,136441,34110,2689
2021/08/01 04:00:00+00,Sunday,5,Green Line,229079,45816,2690
2021/06/01 04:00:00+00,Sunday,4,Heavy Rail,448954,112238,2691
2021/03/01 05:00:00+00,Saturday,4,Commuter Rail,22208,5552,2692
2021/05/01 04:00:00+00,Sunday,5,Orange Line,174624,34925,2693
2021/04/01 04:00:00+00,Sunday,4,Heavy Rail,304976,76244,2694
2021/08/01 04:00:00+00,Sunday,5,Light Rail,229079,45816,2695
2021/06/01 04:00:00+00,Sunday,4,Green Line,157214,39304,2696
2021/03/01 05:00:00+00,Sunday,4,Blue Line,53443,13361,2697
2021/05/01 04:00:00+00,Sunday,5,Red Line,204867,40973,2698
2021/04/01 04:00:00+00,Sunday,4,Green Line,112086,28022,2699
2021/08/01 04:00:00+00,Sunday,5,Silver Line,62850,12570,2700
2021/06/01 04:00:00+00,Sunday,4,Light Rail,157214,39304,2701
2021/03/01 05:00:00+00,Sunday,4,Orange Line,98179,24545,2702
2021/05/01 04:00:00+00,Sunday,5,Heavy Rail,469284,93857,2703
2021/04/01 04:00:00+00,Sunday,4,Light Rail,112086,28022,2704
2021/08/01 04:00:00+00,Sunday,5,Bus,388904,77781,2705
2021/06/01 04:00:00+00,Sunday,4,Silver Line,49236,12309,2706
2021/03/01 05:00:00+00,Sunday,4,Red Line,121301,30325,2707
2021/05/01 04:00:00+00,Sunday,5,Green Line,167603,33521,2708
2021/04/01 04:00:00+00,Sunday,4,Silver Line,37141,9285,2709
2021/08/01 04:00:00+00,Sunday,5,Private Bus,2688,538,2710
2021/06/01 04:00:00+00,Sunday,4,Bus,326992,81748,2711
2021/03/01 05:00:00+00,Sunday,4,Heavy Rail,272923,68231,2712
2021/05/01 04:00:00+00,Sunday,5,Light Rail,167603,33521,2713
2021/04/01 04:00:00+00,Sunday,4,Bus,266114,66528,2714
2021/08/01 04:00:00+00,Sunday,5,All Bus,454441,90888,2715
2021/06/01 04:00:00+00,Sunday,4,Private Bus,2342,586,2716
2021/03/01 05:00:00+00,Sunday,4,Green Line,97163,24291,2717
2021/05/01 04:00:00+00,Sunday,5,Silver Line,65582,13116,2718
2021/04/01 04:00:00+00,Sunday,4,Private Bus,1877,469,2719
2021/08/01 04:00:00+00,Sunday,5,Commuter Rail,60391,12078,2720
2021/06/01 04:00:00+00,Sunday,4,All Bus,378570,94642,2721
2021/03/01 05:00:00+00,Sunday,4,Light Rail,97163,24291,2722
2021/05/01 04:00:00+00,Sunday,5,Bus,445102,89020,2723
2021/04/01 04:00:00+00,Sunday,4,All Bus,305132,76283,2724
2021/08/01 04:00:00+00,Total,31,Blue Line,1026682,33119,2725
2021/06/01 04:00:00+00,Sunday,4,Commuter Rail,31557,7889,2726
2021/03/01 05:00:00+00,Sunday,4,Silver Line,35636,8909,2727
2021/05/01 04:00:00+00,Sunday,5,Private Bus,3135,627,2728
2021/04/01 04:00:00+00,Sunday,4,Commuter Rail,14395,3599,2729
2021/08/01 04:00:00+00,Total,31,Orange Line,2351879,75867,2730
2021/06/01 04:00:00+00,Total,30,Blue Line,919406,30647,2731
2021/03/01 05:00:00+00,Sunday,4,Bus,255595,63899,2732
2021/05/01 04:00:00+00,Sunday,5,All Bus,513819,102764,2733
2021/04/01 04:00:00+00,Total,30,Blue Line,732545,24418,2734
2021/08/01 04:00:00+00,Total,31,Red Line,2825162,91134,2735
2021/06/01 04:00:00+00,Total,30,Orange Line,1995451,66515,2736
2021/03/01 05:00:00+00,Sunday,4,Private Bus,1901,475,2737
2021/05/01 04:00:00+00,Sunday,5,Commuter Rail,25008,5002,2738
2021/04/01 04:00:00+00,Total,30,Orange Line,1527832,50928,2739
2021/08/01 04:00:00+00,Total,31,Heavy Rail,6203723,200120,2740
2021/06/01 04:00:00+00,Total,30,Red Line,2420917,80697,2741
2021/03/01 05:00:00+00,Sunday,4,All Bus,293132,73283,2742
2021/05/01 04:00:00+00,Total,31,Blue Line,816744,26347,2743
2021/04/01 04:00:00+00,Total,30,Red Line,1829137,60971,2744
2021/08/01 04:00:00+00,Total,31,Green Line,2308907,74481,2745
2021/06/01 04:00:00+00,Total,30,Heavy Rail,5335774,177859,2746
2021/03/01 05:00:00+00,Sunday,4,Commuter Rail,15368,3842,2747
2021/05/01 04:00:00+00,Total,31,Orange Line,1775222,57265,2748
2021/04/01 04:00:00+00,Total,30,Heavy Rail,4089515,136317,2749
2021/08/01 04:00:00+00,Total,31,Light Rail,2308907,74481,2750
2021/06/01 04:00:00+00,Total,30,Green Line,1724877,57496,2751
2021/03/01 05:00:00+00,Total,31,Blue Line,690112,22262,2752
2021/05/01 04:00:00+00,Total,31,Red Line,2084202,67232,2753
2021/04/01 04:00:00+00,Total,30,Green Line,1406004,46867,2754
2021/08/01 04:00:00+00,Total,31,Silver Line,593842,19156,2755
2021/06/01 04:00:00+00,Total,30,Light Rail,1724877,57496,2756
2021/03/01 05:00:00+00,Total,31,Orange Line,1450143,46779,2757
2021/05/01 04:00:00+00,Total,31,Heavy Rail,4676168,150844,2758
2021/04/01 04:00:00+00,Total,30,Light Rail,1406004,46867,2759
2021/08/01 04:00:00+00,Total,31,Bus,5143625,165923,2760
2021/06/01 04:00:00+00,Total,30,Silver Line,526528,17551,2761
2021/03/01 05:00:00+00,Total,31,Red Line,1703232,54943,2762
2021/05/01 04:00:00+00,Total,31,Green Line,1516471,48918,2763
2021/04/01 04:00:00+00,Total,30,Silver Line,423432,14114,2764
2021/08/01 04:00:00+00,Total,31,Trackless Trolley,100172,3231,2765
2021/06/01 04:00:00+00,Total,30,Bus,4855997,161867,2766
2021/03/01 05:00:00+00,Total,31,Heavy Rail,3843487,123983,2767
2021/05/01 04:00:00+00,Total,31,Light Rail,1516471,48918,2768
2021/05/01 04:00:00+00,Total,31,Silver Line,476610,15375,2769
2021/05/01 04:00:00+00,Total,31,Bus,4545834,146640,2770
2021/05/01 04:00:00+00,Total,31,Trackless Trolley,90322,2914,2771
2021/05/01 04:00:00+00,Total,31,Private Bus,36157,1166,2772
2021/05/01 04:00:00+00,Total,31,All Bus,5148923,166094,2773
2021/05/01 04:00:00+00,Total,31,Commuter Rail,538070,17357,2774
2021/05/01 04:00:00+00,Total,31,Ferry,13076,422,2775
2021/03/01 05:00:00+00,Total,31,Green Line,1326665,42796,2776
2021/08/01 04:00:00+00,Total,31,Private Bus,41125,1327,2777
2021/04/01 04:00:00+00,Total,30,Bus,4229354,140978,2778
2021/03/01 05:00:00+00,Total,31,Light Rail,1326665,42796,2779
2021/08/01 04:00:00+00,Total,31,All Bus,5878764,189638,2780
2021/04/01 04:00:00+00,Total,30,Trackless Trolley,86097,2870,2781
2021/03/01 05:00:00+00,Total,31,Silver Line,407218,13136,2782
2021/08/01 04:00:00+00,Total,31,Commuter Rail,860464,27757,2783
2021/04/01 04:00:00+00,Total,30,Private Bus,34203,1140,2784
2021/06/01 04:00:00+00,Total,30,Trackless Trolley,98368,3279,2785
2021/03/01 05:00:00+00,Total,31,Bus,4178265,134783,2786
2021/08/01 04:00:00+00,Total,31,Ferry,63607,2052,2787
2021/04/01 04:00:00+00,Total,30,All Bus,4773086,159103,2788
2021/06/01 04:00:00+00,Total,30,Private Bus,38644,1288,2789
2021/03/01 05:00:00+00,Total,31,Trackless Trolley,82216,2652,2790
2021/08/01 04:00:00+00,Total,31,The RIDE,67155,2166,2791
2021/04/01 04:00:00+00,Total,30,Commuter Rail,406368,13546,2792
2021/06/01 04:00:00+00,Total,30,All Bus,5519538,183985,2793
2021/03/01 05:00:00+00,Total,31,Private Bus,34474,1112,2794
2021/07/01 04:00:00+00,Weekday,22,Blue Line,738205,33555,2795
2021/06/01 04:00:00+00,Total,30,Commuter Rail,682581,22753,2796
2021/03/01 05:00:00+00,Total,31,All Bus,4702173,151683,2797
2021/07/01 04:00:00+00,Weekday,22,Orange Line,1714910,77950,2798
2021/06/01 04:00:00+00,Total,30,Ferry,50814,1694,2799
2021/06/01 04:00:00+00,Total,30,The RIDE,68711,2290,2800
2020/08/01 04:00:00+00,Total,31,Silver Line,385679,12441,2801
2020/08/01 04:00:00+00,Total,31,Bus,3840144,123876,2802
2020/08/01 04:00:00+00,Total,31,Trackless Trolley,3268,105,2803
2020/08/01 04:00:00+00,Total,31,Private Bus,37733,1217,2804
2020/08/01 04:00:00+00,Total,31,All Bus,4266824,137639,2805
2020/08/01 04:00:00+00,Total,31,Commuter Rail,308476,9951,2806
2020/08/01 04:00:00+00,Total,31,Ferry,18319,591,2807
2020/08/01 04:00:00+00,Total,31,The RIDE,55066,1776,2808
2020/07/01 04:00:00+00,Weekday,23,Blue Line,485562,21111,2809
2020/07/01 04:00:00+00,Weekday,23,Orange Line,980535,42632,2810
2020/07/01 04:00:00+00,Weekday,23,Red Line,1066068,46351,2811
2020/06/01 04:00:00+00,Total,30,Commuter Rail,119415,3980,2812
2020/07/01 04:00:00+00,Weekday,23,Heavy Rail,2532165,110094,2813
2020/07/01 04:00:00+00,Weekday,23,Green Line,622270,27055,2814
2020/07/01 04:00:00+00,Weekday,23,Light Rail,622270,27055,2815
2020/07/01 04:00:00+00,Weekday,23,Silver Line,297526,12936,2816
2020/07/01 04:00:00+00,Weekday,23,Bus,3063922,133214,2817
2020/07/01 04:00:00+00,Weekday,23,Private Bus,30406,1322,2818
2020/06/01 04:00:00+00,Total,30,Ferry,2699,90,2819
2020/07/01 04:00:00+00,Weekday,23,All Bus,3391854,147472,2820
2020/06/01 04:00:00+00,Total,30,The RIDE,52195,1740,2821
2020/10/01 04:00:00+00,Total,31,Bus,4125036,133066,2822
2020/07/01 04:00:00+00,Weekday,23,Commuter Rail,249088,10830,2823
2020/05/01 04:00:00+00,Weekday,20,Blue Line,119521,5976,2824
2020/10/01 04:00:00+00,Total,31,Trackless Trolley,91303,2945,2825
2020/07/01 04:00:00+00,Weekday,23,Ferry,15042,654,2826
2020/05/01 04:00:00+00,Weekday,20,Orange Line,408107,20405,2827
2020/10/01 04:00:00+00,Total,31,Private Bus,39121,1262,2828
2020/07/01 04:00:00+00,Weekday,23,The RIDE,43597,1896,2829
2020/05/01 04:00:00+00,Weekday,20,Red Line,472272,23614,2830
2021/01/01 05:00:00+00,Total,31,Private Bus,29878,964,2831
2020/10/01 04:00:00+00,Total,31,All Bus,4659430,150304,2832
2020/07/01 04:00:00+00,Saturday,3,Blue Line,51047,17016,2833
2020/05/01 04:00:00+00,Weekday,20,Heavy Rail,999901,49995,2834
2021/01/01 05:00:00+00,Total,31,All Bus,3874257,124976,2835
2020/10/01 04:00:00+00,Total,31,Commuter Rail,408247,13169,2836
2020/07/01 04:00:00+00,Saturday,3,Orange Line,92769,30923,2837
2020/05/01 04:00:00+00,Weekday,20,Green Line,215007,10750,2838
2021/01/01 05:00:00+00,Total,31,Commuter Rail,255946,8256,2839
2020/10/01 04:00:00+00,Total,31,Ferry,12203,394,2840
2020/07/01 04:00:00+00,Saturday,3,Red Line,95351,31784,2841
2020/05/01 04:00:00+00,Weekday,20,Light Rail,215007,10750,2842
2021/01/01 05:00:00+00,Total,31,Ferry,6264,202,2843
2020/10/01 04:00:00+00,Total,31,The RIDE,64297,2074,2844
2020/07/01 04:00:00+00,Saturday,3,Heavy Rail,239168,79723,2845
2020/05/01 04:00:00+00,Weekday,20,Silver Line,186356,9318,2846
2021/01/01 05:00:00+00,Total,31,The RIDE,51681,1667,2847
2020/09/01 04:00:00+00,Weekday,21,Blue Line,534765,25465,2848
2020/07/01 04:00:00+00,Saturday,3,Green Line,61697,20566,2849
2020/11/01 04:00:00+00,Total,30,Trackless Trolley,80361,2679,2850
2020/05/01 04:00:00+00,Weekday,20,Bus,1889808,94490,2851
2020/09/01 04:00:00+00,Total,30,Silver Line,386212,12874,2852
2020/12/01 05:00:00+00,Weekday,22,Blue Line,451335,20515,2853
2020/09/01 04:00:00+00,Weekday,21,Orange Line,1180225,56201,2854
2020/07/01 04:00:00+00,Saturday,3,Light Rail,61697,20566,2855
2020/12/01 05:00:00+00,Total,31,Private Bus,34122,1101,2856
2020/11/01 04:00:00+00,Total,30,Private Bus,34014,1134,2857
2020/05/01 04:00:00+00,Weekday,20,Private Bus,18420,921,2858
2020/09/01 04:00:00+00,Total,30,Bus,4016026,133868,2859
2020/12/01 05:00:00+00,Weekday,22,Orange Line,1028409,46746,2860
2020/09/01 04:00:00+00,Weekday,21,Red Line,1288872,61375,2861
2020/07/01 04:00:00+00,Saturday,3,Silver Line,48242,16081,2862
2020/12/01 05:00:00+00,Total,31,All Bus,4105434,132433,2863
2020/11/01 04:00:00+00,Total,30,All Bus,4185039,139501,2864
2020/05/01 04:00:00+00,Weekday,20,All Bus,2094584,104729,2865
2020/09/01 04:00:00+00,Total,30,Trackless Trolley,83489,2783,2866
2020/09/01 04:00:00+00,Total,30,Private Bus,38059,1269,2867
2020/09/01 04:00:00+00,Total,30,All Bus,4523786,150793,2868
2020/09/01 04:00:00+00,Total,30,Commuter Rail,345989,11533,2869
2020/09/01 04:00:00+00,Total,30,Ferry,16534,551,2870
2020/09/01 04:00:00+00,Total,30,The RIDE,60279,2009,2871
2020/08/01 04:00:00+00,Weekday,21,Blue Line,491557,23407,2872
2020/08/01 04:00:00+00,Weekday,21,Orange Line,1017020,48430,2873
2020/08/01 04:00:00+00,Weekday,21,Red Line,1134155,54007,2874
2020/08/01 04:00:00+00,Weekday,21,Heavy Rail,2642732,125844,2875
2020/08/01 04:00:00+00,Weekday,21,Green Line,749944,35712,2876
2020/08/01 04:00:00+00,Weekday,21,Light Rail,749944,35712,2877
2020/08/01 04:00:00+00,Weekday,21,Silver Line,280178,13342,2878
2020/08/01 04:00:00+00,Weekday,21,Bus,2934128,139720,2879
2020/08/01 04:00:00+00,Weekday,21,Trackless Trolley,3268,156,2880
2020/08/01 04:00:00+00,Weekday,21,Private Bus,30387,1447,2881
2020/08/01 04:00:00+00,Weekday,21,All Bus,3247960,154665,2882
2020/08/01 04:00:00+00,Weekday,21,Commuter Rail,275983,13142,2883
2020/08/01 04:00:00+00,Weekday,21,Ferry,18312,872,2884
2020/08/01 04:00:00+00,Weekday,21,The RIDE,40673,1937,2885
2020/08/01 04:00:00+00,Saturday,5,Blue Line,46295,9259,2886
2020/08/01 04:00:00+00,Saturday,5,Orange Line,157102,31420,2887
2020/08/01 04:00:00+00,Saturday,5,Red Line,181529,36306,2888
2020/08/01 04:00:00+00,Saturday,5,Heavy Rail,384926,76985,2889
2020/08/01 04:00:00+00,Saturday,5,Green Line,132260,26452,2890
2020/08/01 04:00:00+00,Saturday,5,Light Rail,132260,26452,2891
2020/08/01 04:00:00+00,Saturday,5,Silver Line,57241,11448,2892
2020/08/01 04:00:00+00,Saturday,5,Bus,558652,111730,2893
2020/08/01 04:00:00+00,Saturday,5,All Bus,615893,123179,2894
2020/08/01 04:00:00+00,Saturday,5,Commuter Rail,17381,3476,2895
2020/08/01 04:00:00+00,Saturday,5,The RIDE,9310,1862,2896
2020/08/01 04:00:00+00,Sunday,5,Blue Line,37307,7461,2897
2020/08/01 04:00:00+00,Sunday,5,Orange Line,122537,24507,2898
2020/08/01 04:00:00+00,Sunday,5,Red Line,143144,28629,2899
2020/08/01 04:00:00+00,Sunday,5,Heavy Rail,302989,60598,2900
2020/08/01 04:00:00+00,Sunday,5,Green Line,105569,21114,2901
2020/08/01 04:00:00+00,Sunday,5,Light Rail,105569,21114,2902
2020/08/01 04:00:00+00,Sunday,5,Silver Line,48260,9652,2903
2020/08/01 04:00:00+00,Sunday,5,Bus,347365,69473,2904
2020/08/01 04:00:00+00,Sunday,5,All Bus,395625,79125,2905
2020/08/01 04:00:00+00,Sunday,5,Commuter Rail,15113,3023,2906
2020/08/01 04:00:00+00,Sunday,5,The RIDE,6270,1254,2907
2020/08/01 04:00:00+00,Total,31,Blue Line,575160,18554,2908
2020/08/01 04:00:00+00,Total,31,Orange Line,1296660,41828,2909
2020/08/01 04:00:00+00,Total,31,Red Line,1458827,47059,2910
2020/08/01 04:00:00+00,Total,31,Heavy Rail,3330647,107440,2911
2020/08/01 04:00:00+00,Total,31,Green Line,987774,31864,2912
2020/08/01 04:00:00+00,Total,31,Light Rail,987774,31864,2913
2020/07/01 04:00:00+00,Saturday,3,Bus,476736,158912,2914
2020/09/01 04:00:00+00,Weekday,21,Heavy Rail,3003862,143041,2915
2020/12/01 05:00:00+00,Weekday,22,Red Line,1143482,51976,2916
2020/12/01 05:00:00+00,Total,31,Commuter Rail,327341,10559,2917
2020/05/01 04:00:00+00,Weekday,20,Commuter Rail,54478,2724,2918
2020/11/01 04:00:00+00,Total,30,Commuter Rail,387367,12912,2919
2020/07/01 04:00:00+00,Saturday,3,All Bus,524978,174993,2920
2020/09/01 04:00:00+00,Weekday,21,Green Line,966037,46002,2921
2020/12/01 05:00:00+00,Weekday,22,Heavy Rail,2623226,119238,2922
2020/12/01 05:00:00+00,Total,31,Ferry,7872,254,2923
2020/05/01 04:00:00+00,Weekday,20,The RIDE,25153,1258,2924
2020/11/01 04:00:00+00,Total,30,Ferry,11275,376,2925
2020/07/01 04:00:00+00,Saturday,3,Commuter Rail,10714,3571,2926
2020/09/01 04:00:00+00,Weekday,21,Light Rail,966037,46002,2927
2020/12/01 05:00:00+00,Weekday,22,Green Line,820629,37301,2928
2020/12/01 05:00:00+00,Total,31,The RIDE,59636,1924,2929
2020/05/01 04:00:00+00,Saturday,4,Blue Line,22079,5520,2930
2020/11/01 04:00:00+00,Total,30,The RIDE,59815,1994,2931
2020/07/01 04:00:00+00,Saturday,3,The RIDE,4878,1626,2932
2020/09/01 04:00:00+00,Weekday,21,Silver Line,296861,14136,2933
2020/12/01 05:00:00+00,Weekday,22,Light Rail,820629,37301,2934
2020/11/01 04:00:00+00,Weekday,20,Blue Line,456621,22831,2935
2020/05/01 04:00:00+00,Saturday,4,Orange Line,68593,17148,2936
2020/10/01 04:00:00+00,Weekday,22,Blue Line,538534,24479,2937
2020/07/01 04:00:00+00,Sunday,4,Blue Line,51628,12907,2938
2020/09/01 04:00:00+00,Weekday,21,Bus,3217411,153210,2939
2020/12/01 05:00:00+00,Weekday,22,Silver Line,292128,13279,2940
2020/11/01 04:00:00+00,Weekday,20,Orange Line,1044079,52204,2941
2020/05/01 04:00:00+00,Saturday,4,Red Line,78560,19640,2942
2020/10/01 04:00:00+00,Weekday,22,Orange Line,1235415,56155,2943
2020/07/01 04:00:00+00,Sunday,4,Orange Line,89086,22272,2944
2020/09/01 04:00:00+00,Weekday,21,Trackless Trolley,73368,3494,2945
2020/12/01 05:00:00+00,Weekday,22,Bus,3014925,137042,2946
2020/11/01 04:00:00+00,Weekday,20,Red Line,1144846,57242,2947
2020/05/01 04:00:00+00,Saturday,4,Heavy Rail,169233,42308,2948
2020/10/01 04:00:00+00,Weekday,22,Red Line,1354516,61569,2949
2020/07/01 04:00:00+00,Sunday,4,Red Line,95350,23838,2950
2020/09/01 04:00:00+00,Weekday,21,Private Bus,31668,1508,2951
2020/12/01 05:00:00+00,Weekday,22,Trackless Trolley,68048,3093,2952
2020/11/01 04:00:00+00,Weekday,20,Heavy Rail,2645546,132277,2953
2020/05/01 04:00:00+00,Saturday,4,Green Line,37536,9384,2954
2020/10/01 04:00:00+00,Weekday,22,Heavy Rail,3128465,142203,2955
2020/07/01 04:00:00+00,Sunday,4,Heavy Rail,236064,59016,2956
2020/09/01 04:00:00+00,Weekday,21,All Bus,3619307,172348,2957
2020/12/01 05:00:00+00,Weekday,22,Private Bus,44154,2007,2958
2020/11/01 04:00:00+00,Weekday,20,Green Line,867656,43383,2959
2020/05/01 04:00:00+00,Saturday,4,Light Rail,37536,9384,2960
2020/05/01 04:00:00+00,Saturday,4,Silver Line,38443,9611,2961
2020/05/01 04:00:00+00,Saturday,4,Bus,380902,95226,2962
2020/05/01 04:00:00+00,Saturday,4,All Bus,419345,104836,2963
2020/05/01 04:00:00+00,Saturday,4,Commuter Rail,2744,686,2964
2020/05/01 04:00:00+00,Saturday,4,The RIDE,3928,982,2965
2020/05/01 04:00:00+00,Sunday,5,Blue Line,18464,3693,2966
2020/05/01 04:00:00+00,Sunday,5,Orange Line,58702,11740,2967
2020/05/01 04:00:00+00,Sunday,5,Red Line,71224,14245,2968
2020/05/01 04:00:00+00,Sunday,5,Heavy Rail,148390,29678,2969
2020/05/01 04:00:00+00,Sunday,5,Green Line,33191,6638,2970
2020/05/01 04:00:00+00,Sunday,5,Light Rail,33191,6638,2971
2020/05/01 04:00:00+00,Sunday,5,Silver Line,35334,7067,2972
2020/05/01 04:00:00+00,Sunday,5,Bus,265812,53162,2973
2020/05/01 04:00:00+00,Sunday,5,All Bus,301146,60229,2974
2020/05/01 04:00:00+00,Sunday,5,Commuter Rail,3430,686,2975
2020/05/01 04:00:00+00,Sunday,5,The RIDE,2807,561,2976
2020/05/01 04:00:00+00,Total,31,Blue Line,161186,5200,2977
2020/05/01 04:00:00+00,Total,31,Orange Line,548013,17678,2978
2020/05/01 04:00:00+00,Total,31,Red Line,635404,20497,2979
2020/05/01 04:00:00+00,Total,31,Heavy Rail,1344603,43374,2980
2020/05/01 04:00:00+00,Total,31,Green Line,292649,9440,2981
2020/05/01 04:00:00+00,Total,31,Light Rail,292649,9440,2982
2020/05/01 04:00:00+00,Total,31,Silver Line,268072,8647,2983
2020/05/01 04:00:00+00,Total,31,Bus,2597139,83779,2984
2020/05/01 04:00:00+00,Total,31,Private Bus,19666,634,2985
2020/05/01 04:00:00+00,Total,31,All Bus,2884876,93061,2986
2020/05/01 04:00:00+00,Total,31,Commuter Rail,62083,2003,2987
2020/05/01 04:00:00+00,Total,31,The RIDE,35627,1149,2988
2020/04/01 04:00:00+00,Weekday,22,Blue Line,167665,7621,2989
2020/09/01 04:00:00+00,Weekday,21,Commuter Rail,318769,15179,2990
2020/07/01 04:00:00+00,Sunday,4,Green Line,59244,14811,2991
2020/12/01 05:00:00+00,Weekday,22,All Bus,3419255,155421,2992
2020/11/01 04:00:00+00,Weekday,20,Light Rail,867656,43383,2993
2020/09/01 04:00:00+00,Weekday,21,Ferry,16527,787,2994
2020/07/01 04:00:00+00,Sunday,4,Light Rail,59244,14811,2995
2020/10/01 04:00:00+00,Weekday,22,Green Line,1024202,46555,2996
2020/12/01 05:00:00+00,Weekday,22,Commuter Rail,293773,13353,2997
2020/11/01 04:00:00+00,Weekday,20,Silver Line,275619,13781,2998
2020/09/01 04:00:00+00,Weekday,21,The RIDE,45219,2153,2999
2020/07/01 04:00:00+00,Sunday,4,Silver Line,47466,11866,3000
2020/10/01 04:00:00+00,Weekday,22,Light Rail,1024202,46555,3001
2020/12/01 05:00:00+00,Weekday,22,Ferry,7876,358,3002
2020/07/01 04:00:00+00,Sunday,4,Bus,372487,93122,3003
2020/11/01 04:00:00+00,Weekday,20,Bus,2927925,146396,3004
2020/09/01 04:00:00+00,Saturday,4,Blue Line,83656,20914,3005
2020/10/01 04:00:00+00,Weekday,22,Silver Line,313542,14252,3006
2020/07/01 04:00:00+00,Sunday,4,All Bus,419954,104988,3007
2020/12/01 05:00:00+00,Weekday,22,The RIDE,44471,2021,3008
2020/11/01 04:00:00+00,Weekday,20,Trackless Trolley,70689,3534,3009
2020/10/01 04:00:00+00,Weekday,22,Bus,3317220,150783,3010
2020/09/01 04:00:00+00,Saturday,4,Orange Line,171304,42826,3011
2020/07/01 04:00:00+00,Sunday,4,Commuter Rail,8428,2107,3012
2020/12/01 05:00:00+00,Saturday,4,Blue Line,55516,13879,3013
2020/11/01 04:00:00+00,Weekday,20,Private Bus,37800,1890,3014
2020/10/01 04:00:00+00,Weekday,22,Trackless Trolley,79841,3629,3015
2020/09/01 04:00:00+00,Saturday,4,Red Line,187511,46878,3016
2020/07/01 04:00:00+00,Sunday,4,The RIDE,4652,1163,3017
2020/12/01 05:00:00+00,Saturday,4,Orange Line,100142,25036,3018
